,amount,transaction_time,location,customer_age,card_type,purchase_category
5472,4651.6,13112,45,26,1,2
5473,8046.35,13113,29,70,2,0
5474,113.14,13114,47,41,0,4
5475,3748.17,13115,19,38,1,0
5476,6834.33,13116,8,36,0,3
5477,7661.89,13117,31,57,2,0
5478,6846.7,13118,15,63,0,2
5479,723.0,13119,24,34,1,2
5480,7663.23,13120,48,69,0,4
5481,3139.09,13121,43,26,1,2
5482,7882.35,13122,22,28,2,5
5483,4487.47,13123,10,50,2,2
5484,2581.21,13124,1,39,0,5
5485,7022.89,13125,37,22,0,0
5486,1824.78,13126,14,34,3,0
5487,4277.12,13127,34,23,1,5
5488,6582.75,13128,31,33,0,2
5489,1607.98,13129,11,66,2,3
5490,8777.71,13130,0,43,3,3
5491,7413.4,13131,40,65,0,3
5492,4147.01,13132,35,30,2,0
5493,2687.39,13133,3,27,1,4
5494,4528.98,13134,26,40,1,4
5495,4985.1,13135,10,38,3,0
5496,3195.88,13136,2,51,2,3
5497,1713.26,13137,49,67,3,4
5498,9121.36,13138,9,45,1,4
5499,5676.71,13139,43,24,2,4
5500,185.19,13140,47,33,3,3
5501,814.73,13141,25,31,0,3
5502,3999.68,13142,22,65,1,5
5503,5431.94,13143,40,30,3,1
5504,1426.18,13144,48,59,2,2
5505,6049.82,13145,28,31,0,1
5506,287.49,13146,45,18,0,3
5507,3695.17,13147,36,40,3,3
5508,7254.03,13148,6,45,3,2
5509,1585.1,13149,35,24,1,1
5510,5929.37,13150,47,69,0,4
5511,1179.09,13151,7,58,0,5
5512,3232.58,13152,25,32,0,4
5513,8648.21,13153,25,24,1,0
5514,9290.08,13154,38,22,0,5
5515,4111.02,13155,9,25,1,4
5516,429.99,13156,5,60,3,0
5517,5918.21,13157,8,59,1,2
5518,3164.89,13158,22,62,0,1
5519,6651.76,13159,6,33,0,3
5520,5819.84,13200,33,49,2,0
5521,2333.59,13201,14,26,3,3
5522,2451.19,13202,42,31,0,1
5523,6687.07,13203,37,62,0,1
5524,8125.52,13204,24,44,3,4
5525,6461.07,13205,30,48,0,1
5526,1731.88,13206,2,63,3,1
5527,6228.01,13207,14,62,0,5
5528,2973.62,13208,40,57,0,5
5529,7641.82,13209,35,21,1,2
5530,1807.06,13210,46,50,1,1
5531,4320.33,13211,25,29,0,2
5532,769.22,13212,6,65,3,5
5533,6635.82,13213,6,25,2,3
5534,6238.79,13214,7,31,3,1
5535,280.41,13215,15,65,3,4
5536,6691.54,13216,27,41,1,5
5537,3403.03,13217,48,64,1,3
5538,1953.37,13218,6,58,0,1
5539,7241.28,13219,19,29,2,2
5540,2238.12,13220,26,65,3,5
5541,5387.71,13221,2,27,3,5
5542,8514.82,13222,43,22,3,1
5543,445.66,13223,2,70,2,1
5544,5743.23,13224,33,25,0,4
5545,8518.16,13225,46,22,3,4
5546,2252.25,13226,35,24,0,5
5547,8556.84,13227,14,51,3,3
5548,651.68,13228,1,55,0,1
5549,6427.24,13229,34,19,3,3
5550,1776.03,13230,39,54,1,4
5551,1526.88,13231,25,53,1,5
5552,9498.07,13232,34,31,3,2
5553,1737.23,13233,19,60,3,2
5554,771.93,13234,29,64,0,1
5555,7494.34,13235,16,21,0,0
5556,5118.5,13236,10,50,1,1
5557,9117.85,13237,18,48,0,2
5558,1135.4,13238,3,55,0,2
5559,3731.17,13239,46,54,0,2
5560,1545.0,13240,46,31,3,3
5561,4360.05,13241,17,32,3,0
5562,4177.39,13242,21,31,3,2
5563,5000.04,13243,0,20,3,1
5564,4020.62,13244,35,56,0,2
5565,8937.36,13245,33,59,3,2
5566,1048.77,13246,19,70,3,2
5567,5832.66,13247,2,22,0,4
5568,5313.07,13248,22,30,1,5
5569,2628.82,13249,26,51,0,0
5570,5376.96,13250,49,69,0,0
5571,3900.74,13251,47,59,0,5
5572,9888.33,13252,49,56,1,3
5573,7503.27,13253,9,23,1,2
5574,8373.35,13254,0,58,2,4
5575,6740.46,13255,23,59,0,3
5576,435.38,13256,45,56,1,1
5577,3888.79,13257,37,53,0,5
5578,5704.47,13258,17,69,2,3
5579,5029.74,13259,20,45,0,2
5580,9325.05,13300,10,70,1,5
5581,4428.02,13301,41,19,3,3
5582,5248.93,13302,35,28,0,5
5583,2453.07,13303,35,19,2,2
5584,3143.65,13304,14,66,0,3
5585,3279.65,13305,37,70,1,4
5586,7370.12,13306,5,50,1,0
5587,3883.29,13307,17,27,2,2
5588,4023.25,13308,1,53,0,0
5589,9457.86,13309,30,54,1,1
5590,3998.96,13310,49,44,1,3
5591,3114.81,13311,48,60,3,5
5592,7456.1,13312,43,60,3,5
5593,5961.98,13313,39,64,2,0
5594,7244.96,13314,7,50,3,2
5595,2184.94,13315,41,58,1,5
5596,6588.45,13316,14,25,0,0
5597,1126.81,13317,22,52,3,0
5598,1417.68,13318,35,25,3,2
5599,9302.32,13319,47,35,3,4
5600,8088.55,13320,47,33,2,2
5601,1798.67,13321,7,31,3,5
5602,1941.15,13322,9,66,1,3
5603,180.91,13323,8,38,0,2
5604,6904.87,13324,32,59,2,1
5605,464.27,13325,17,69,0,0
5606,1639.32,13326,28,51,3,1
5607,2536.83,13327,39,44,3,0
5608,2177.41,13328,31,29,0,4
5609,9726.08,13329,13,52,0,2
5610,2821.23,13330,11,33,3,2
5611,4861.12,13331,31,41,0,1
5612,5115.69,13332,49,50,2,2
5613,8800.95,13333,30,63,3,4
5614,7727.13,13334,46,53,0,3
5615,7003.18,13335,27,18,3,1
5616,1128.05,13336,10,41,1,0
5617,4715.88,13337,26,52,3,4
5618,6153.82,13338,31,51,1,0
5619,1542.71,13339,31,67,0,4
5620,7605.91,13340,8,46,3,4
5621,5885.39,13341,15,49,1,4
5622,5944.67,13342,9,60,0,4
5623,6133.53,13343,37,70,1,4
5624,5757.92,13344,41,55,1,2
5625,5273.19,13345,31,45,1,5
5626,6520.36,13346,9,50,2,2
5627,5141.74,13347,42,20,3,0
5628,1999.63,13348,32,47,3,1
5629,7356.2,13349,21,44,2,4
5630,208.82,13350,1,53,2,0
5631,2201.21,13351,15,49,2,1
5632,4325.59,13352,10,54,3,5
5633,4104.12,13353,23,21,1,2
5634,7377.63,13354,1,29,1,1
5635,7453.81,13355,37,35,1,2
5636,7065.24,13356,43,36,3,5
5637,633.26,13357,33,44,2,3
5638,3484.88,13358,10,34,0,4
5639,1975.12,13359,25,35,0,0
5640,1621.32,13400,8,28,1,0
5641,3373.24,13401,12,30,3,2
5642,5444.28,13402,49,59,1,5
5643,1893.64,13403,38,40,0,5
5644,972.65,13404,47,54,0,4
5645,3224.44,13405,21,51,0,1
5646,473.67,13406,16,64,1,1
5647,8098.03,13407,19,58,1,1
5648,2708.83,13408,6,64,0,3
5649,8864.1,13409,30,42,0,4
5650,8992.45,13410,8,35,2,5
5651,5502.83,13411,31,50,0,0
5652,29.09,13412,0,35,0,4
5653,3559.23,13413,8,19,3,0
5654,6894.23,13414,17,62,2,1
5655,9249.8,13415,13,64,2,1
5656,8426.09,13416,47,67,3,0
5657,6163.29,13417,10,55,3,5
5658,6603.25,13418,12,29,2,1
5659,5649.91,13419,8,61,1,1
5660,6118.53,13420,12,67,2,2
5661,605.82,13421,19,48,0,3
5662,3987.09,13422,39,19,0,5
5663,6978.09,13423,16,27,1,3
5664,1648.5,13424,25,54,2,3
5665,4579.31,13425,12,20,1,3
5666,4367.12,13426,27,69,0,5
5667,2448.22,13427,44,49,3,5
5668,2279.11,13428,10,41,0,3
5669,8439.93,13429,42,34,0,5
5670,9929.5,13430,13,27,0,3
5671,2076.02,13431,2,68,3,3
5672,8722.09,13432,13,27,3,2
5673,6098.04,13433,49,58,0,1
5674,3859.79,13434,40,34,1,2
5675,7898.14,13435,26,53,0,0
5676,9597.79,13436,43,55,0,2
5677,2152.76,13437,26,53,1,5
5678,4841.69,13438,28,20,2,0
5679,9002.28,13439,37,23,2,1
5680,842.18,13440,18,37,0,3
5681,3368.86,13441,12,47,1,3
5682,1149.31,13442,17,42,3,2
5683,6314.75,13443,13,52,1,5
5684,5427.89,13444,11,54,2,5
5685,8115.14,13445,29,53,1,5
5686,8273.24,13446,34,67,1,2
5687,4030.88,13447,6,70,1,4
5688,3982.52,13448,11,31,1,2
5689,1056.5,13449,8,70,0,3
5690,4346.19,13450,7,43,1,4
5691,3053.98,13451,46,30,2,2
5692,7771.95,13452,24,59,1,2
5693,18.2,13453,29,61,3,0
5694,753.11,13454,10,56,0,2
5695,1558.97,13455,1,66,2,2
5696,5063.36,13456,44,24,0,0
5697,1576.94,13457,7,39,2,0
5698,9001.69,13458,32,57,0,5
5699,7171.79,13459,47,43,3,3
5700,1532.02,13500,6,40,3,1
5701,6733.54,13501,45,66,1,4
5702,8493.0,13502,20,50,3,5
5703,7313.59,13503,39,42,1,2
5704,2245.82,13504,32,44,2,4
5705,8978.14,13505,34,61,1,1
5706,4616.26,13506,25,51,0,2
5707,6004.87,13507,14,64,1,2
5708,8562.82,13508,8,24,1,0
5709,5288.27,13509,27,35,1,0
5710,3260.41,13510,6,21,1,1
5711,9379.58,13511,34,67,1,1
5712,7365.47,13512,5,33,1,2
5713,7006.17,13513,25,35,3,2
5714,4066.55,13514,25,52,3,4
5715,8957.57,13515,24,34,3,0
5716,4935.15,13516,49,39,2,1
5717,958.77,13517,42,35,0,3
5718,444.05,13518,45,38,2,5
5719,7557.62,13519,21,33,1,0
5720,7236.28,13520,42,44,0,1
5721,8256.96,13521,48,47,2,4
5722,1678.81,13522,16,54,0,0
5723,6351.69,13523,8,70,2,2
5724,9343.98,13524,1,30,3,0
5725,5231.24,13525,2,59,1,2
5726,8564.44,13526,8,66,1,0
5727,8134.05,13527,48,29,1,4
5728,2481.15,13528,2,44,3,0
5729,759.85,13529,13,30,0,4
5730,1283.08,13530,43,31,1,1
5731,6070.92,13531,0,34,1,0
5732,9565.66,13532,40,40,0,4
5733,1176.62,13533,5,61,3,1
5734,9183.03,13534,27,46,3,4
5735,6950.99,13535,38,21,0,1
5736,3529.91,13536,5,50,1,2
5737,5938.27,13537,9,60,2,1
5738,5799.76,13538,43,22,1,3
5739,5337.08,13539,47,22,1,5
5740,2477.03,13540,3,48,3,0
5741,6930.86,13541,10,40,0,4
5742,3505.94,13542,24,55,0,3
5743,4979.81,13543,49,42,1,2
5744,7346.9,13544,3,44,1,2
5745,176.2,13545,6,69,1,4
5746,7164.74,13546,23,23,3,4
5747,7321.52,13547,1,63,0,1
5748,7017.94,13548,22,36,3,2
5749,3774.94,13549,21,37,0,1
5750,6962.35,13550,12,60,1,1
5751,8221.53,13551,44,45,1,5
5752,5343.33,13552,32,42,3,3
5753,7639.56,13553,24,41,2,5
5754,6120.24,13554,15,51,0,4
5755,3545.48,13555,5,60,3,0
5756,8296.04,13556,24,35,3,1
5757,1392.27,13557,33,55,0,1
5758,4487.69,13558,38,21,0,3
5759,3087.4,13559,33,51,0,2
5760,5077.23,13600,20,62,0,1
5761,5659.39,13601,7,56,0,0
5762,9524.72,13602,2,69,3,3
5763,3440.85,13603,7,63,0,3
5764,2242.92,13604,32,40,1,1
5765,2735.56,13605,32,48,0,2
5766,4357.2,13606,29,25,2,5
5767,6368.25,13607,37,21,0,1
5768,7642.32,13608,35,48,1,0
5769,7384.36,13609,29,20,2,1
5770,8867.08,13610,25,42,1,0
5771,5797.52,13611,23,25,0,3
5772,6082.22,13612,5,24,0,4
5773,4456.07,13613,6,34,0,5
5774,6277.74,13614,16,18,0,4
5775,1435.77,13615,2,29,0,1
5776,6177.25,13616,47,28,0,3
5777,4236.28,13617,0,60,1,5
5778,9884.74,13618,27,31,1,1
5779,3052.08,13619,14,70,1,4
5780,7647.05,13620,27,58,2,4
5781,5745.2,13621,4,39,2,3
5782,3969.61,13622,35,55,0,1
5783,225.72,13623,23,44,0,1
5784,48.43,13624,16,18,2,4
5785,7820.65,13625,15,42,3,0
5786,4578.27,13626,38,40,0,4
5787,6863.16,13627,28,51,3,0
5788,4985.32,13628,3,39,0,1
5789,5595.91,13629,19,40,2,0
5790,6858.98,13630,6,29,3,5
5791,8507.58,13631,2,29,1,4
5792,2849.42,13632,46,66,2,1
5793,2765.24,13633,27,55,1,3
5794,9536.55,13634,32,68,1,2
5795,1943.48,13635,9,69,2,0
5796,6086.54,13636,45,41,2,2
5797,5045.64,13637,45,19,1,5
5798,3029.67,13638,16,56,1,2
5799,4115.43,13639,47,60,0,2
5800,2432.89,13640,41,37,1,5
5801,8390.57,13641,33,36,3,2
5802,5194.69,13642,29,31,0,0
5803,6302.84,13643,27,45,2,1
5804,2070.52,13644,15,19,1,4
5805,7333.43,13645,43,69,1,1
5806,5368.98,13646,26,65,3,4
5807,5336.85,13647,30,35,2,2
5808,9972.44,13648,40,52,1,1
5809,2936.74,13649,39,50,1,0
5810,5846.96,13650,31,69,3,5
5811,289.26,13651,27,36,2,3
5812,2907.26,13652,40,52,1,4
5813,108.66,13653,37,60,1,0
5814,6053.23,13654,46,62,0,0
5815,6632.18,13655,27,63,0,1
5816,5152.55,13656,48,61,2,2
5817,3951.04,13657,47,43,0,3
5818,109.03,13658,32,64,2,4
5819,9648.88,13659,34,66,0,1
5820,1191.49,13700,9,22,3,2
5821,8877.42,13701,3,52,3,2
5822,323.68,13702,29,24,1,5
5823,3990.73,13703,48,49,1,0
5824,9612.18,13704,25,36,3,3
5825,400.45,13705,40,38,1,0
5826,4008.15,13706,29,46,0,4
5827,5533.24,13707,7,65,2,3
5828,9018.3,13708,10,38,1,5
5829,190.6,13709,49,46,1,5
5830,5448.2,13710,45,43,1,4
5831,2712.89,13711,36,51,0,5
5832,8337.3,13712,0,26,2,0
5833,3592.11,13713,19,45,0,5
5834,1052.7,13714,8,59,1,2
5835,2222.18,13715,4,31,3,2
5836,5567.26,13716,4,68,1,0
5837,5400.84,13717,37,45,0,0
5838,5559.89,13718,31,56,3,4
5839,8750.59,13719,42,62,3,0
5840,8046.93,13720,36,61,1,3
5841,3305.5,13721,13,18,2,3
5842,3058.16,13722,14,58,1,4
5843,8149.89,13723,4,20,0,0
5844,5515.14,13724,12,50,3,1
5845,6192.36,13725,4,55,1,4
5846,7371.56,13726,4,60,2,0
5847,2626.5,13727,10,48,0,5
5848,8547.56,13728,30,32,2,3
5849,9948.49,13729,38,59,0,0
5850,5537.79,13730,23,68,3,5
5851,4165.78,13731,40,21,3,2
5852,8656.28,13732,47,32,1,3
5853,155.54,13733,45,45,3,1
5854,9255.29,13734,32,40,0,0
5855,4476.31,13735,21,57,1,3
5856,3711.87,13736,49,62,1,4
5857,137.13,13737,35,66,3,0
5858,16.31,13738,0,20,1,3
5859,468.78,13739,9,47,2,4
5860,3455.69,13740,33,47,2,3
5861,3909.87,13741,30,35,3,2
5862,6791.46,13742,38,45,1,0
5863,1027.21,13743,5,46,3,3
5864,8887.16,13744,3,69,3,5
5865,7787.76,13745,10,34,3,3
5866,3565.35,13746,1,31,2,5
5867,2041.02,13747,9,30,2,0
5868,9112.49,13748,45,37,0,1
5869,9503.65,13749,4,18,3,5
5870,3880.15,13750,35,54,2,3
5871,979.94,13751,45,63,2,4
5872,2617.98,13752,22,61,1,4
5873,5657.68,13753,11,47,0,4
5874,8256.43,13754,34,21,2,2
5875,9787.69,13755,36,38,2,3
5876,6653.01,13756,46,39,1,1
5877,8973.05,13757,38,39,2,0
5878,2948.96,13758,42,68,0,2
5879,4493.77,13759,43,19,0,5
5880,527.35,13800,23,25,3,0
5881,7614.09,13801,6,62,3,0
5882,9140.67,13802,48,61,3,2
5883,9123.54,13803,17,70,1,1
5884,6539.74,13804,4,30,0,1
5885,5312.89,13805,6,31,3,3
5886,1628.33,13806,49,30,3,2
5887,8783.09,13807,10,70,2,5
5888,8038.42,13808,36,67,0,5
5889,321.99,13809,6,36,1,5
5890,6313.92,13810,0,32,0,3
5891,2048.41,13811,37,65,3,4
5892,3729.89,13812,27,23,2,1
5893,6882.44,13813,36,67,3,1
5894,485.58,13814,37,48,3,3
5895,2721.12,13815,25,64,2,0
5896,2963.31,13816,43,26,1,1
5897,9497.44,13817,2,61,3,5
5898,2528.13,13818,12,49,0,4
5899,6018.52,13819,8,62,1,5
5900,9382.04,13820,24,36,0,1
5901,3940.01,13821,26,57,0,1
5902,2749.84,13822,7,45,3,2
5903,3436.01,13823,30,62,3,1
5904,4225.18,13824,42,32,2,3
5905,9024.85,13825,11,24,3,3
5906,4014.68,13826,25,50,2,3
5907,9166.29,13827,48,50,2,5
5908,1656.7,13828,49,40,3,0
5909,9400.59,13829,46,33,0,3
5910,3784.52,13830,2,65,1,3
5911,7876.1,13831,16,34,1,5
5912,1269.2,13832,25,19,1,4
5913,3242.84,13833,34,66,0,1
5914,3448.49,13834,28,27,2,5
5915,5977.59,13835,31,43,2,4
5916,8723.7,13836,20,25,0,2
5917,1377.9,13837,32,70,2,0
5918,9325.06,13838,44,61,2,3
5919,7683.5,13839,33,21,1,0
5920,1850.53,13840,1,25,0,1
5921,8552.53,13841,12,39,0,3
5922,1257.59,13842,48,65,2,3
5923,89.06,13843,30,51,0,2
5924,2366.76,13844,26,38,1,2
5925,9319.38,13845,37,27,2,2
5926,6478.69,13846,3,42,1,1
5927,2956.0,13847,24,31,1,1
5928,7933.35,13848,43,28,2,0
5929,2593.61,13849,2,31,0,2
5930,3079.96,13850,9,23,0,2
5931,9008.66,13851,10,20,3,5
5932,3042.7,13852,36,46,2,2
5933,2892.85,13853,34,62,3,0
5934,7856.82,13854,16,68,2,1
5935,3729.93,13855,3,51,1,0
5936,2236.14,13856,22,63,1,4
5937,4376.36,13857,21,58,2,2
5938,1715.52,13858,17,39,3,3
5939,8482.55,13859,30,48,1,4
5940,8179.63,13900,31,48,2,2
5941,5348.43,13901,35,50,3,1
5942,3132.27,13902,44,62,1,0
5943,4896.1,13903,15,53,2,4
5944,827.54,13904,1,36,0,2
5945,1380.43,13905,28,44,3,2
5946,3336.84,13906,5,27,0,1
5947,3483.5,13907,46,20,0,2
5948,1025.26,13908,46,41,2,2
5949,7018.15,13909,45,36,2,0
5950,8619.91,13910,30,26,1,3
5951,5963.36,13911,23,19,1,4
5952,43.21,13912,25,65,2,0
5953,2498.88,13913,26,62,0,5
5954,1285.98,13914,30,23,0,0
5955,1856.5,13915,15,23,2,4
5956,923.13,13916,47,51,1,2
5957,8690.53,13917,20,44,2,1
5958,9293.66,13918,18,43,1,2
5959,7793.54,13919,15,50,1,5
5960,2375.92,13920,33,29,1,1
5961,7790.22,13921,47,48,2,1
5962,1440.43,13922,28,28,0,0
5963,9699.41,13923,33,43,3,5
5964,4951.59,13924,33,32,2,4
5965,4261.73,13925,16,65,1,2
5966,2714.29,13926,9,37,1,2
5967,6428.96,13927,10,20,2,3
5968,7317.75,13928,11,23,1,0
5969,6178.68,13929,43,67,1,4
5970,5561.29,13930,1,50,0,1
5971,7126.53,13931,23,52,1,2
5972,3219.08,13932,21,23,1,4
5973,3253.99,13933,17,36,3,3
5974,1817.64,13934,33,54,3,5
5975,6689.25,13935,48,46,0,5
5976,1711.41,13936,37,69,3,3
5977,8418.56,13937,49,63,1,3
5978,1408.03,13938,6,46,1,3
5979,8593.58,13939,47,64,2,4
5980,1023.02,13940,17,34,1,5
5981,1165.41,13941,49,24,1,5
5982,5028.55,13942,14,53,0,1
5983,4897.64,13943,24,22,2,0
5984,6153.33,13944,16,70,0,4
5985,4491.78,13945,46,50,3,0
5986,556.84,13946,11,62,0,3
5987,9163.21,13947,22,26,1,2
5988,5295.64,13948,11,47,2,3
5989,6370.95,13949,5,23,3,4
5990,3639.1,13950,17,59,3,5
5991,5996.87,13951,19,40,2,3
5992,2590.68,13952,43,68,3,5
5993,4546.54,13953,28,65,0,0
5994,2699.76,13954,15,24,3,3
5995,2310.91,13955,24,67,0,0
5996,3667.55,13956,12,30,3,3
5997,2156.09,13957,7,66,3,4
5998,7726.05,13958,31,25,1,5
5999,2982.66,13959,45,55,3,3
6000,8739.71,14000,24,35,3,0
6001,7320.68,14001,36,51,2,1
6002,8533.22,14002,7,28,0,1
6003,2965.01,14003,29,65,2,0
6004,8334.34,14004,9,52,2,1
6005,8442.6,14005,21,53,1,3
6006,1199.63,14006,35,66,3,5
6007,5810.0,14007,46,26,2,2
6008,7026.26,14008,42,47,1,4
6009,9800.02,14009,39,44,0,5
6010,4600.03,14010,28,62,1,1
6011,2606.98,14011,9,32,3,1
6012,8475.58,14012,16,35,0,0
6013,6034.32,14013,26,31,1,1
6014,376.1,14014,44,68,2,3
6015,2321.37,14015,17,56,0,4
6016,5110.35,14016,6,34,0,4
6017,312.55,14017,33,45,3,5
6018,1960.4,14018,3,32,3,2
6019,5303.21,14019,47,41,2,3
6020,4218.64,14020,3,46,0,0
6021,8739.73,14021,31,64,2,5
6022,695.79,14022,44,24,3,2
6023,2018.38,14023,28,52,3,1
6024,8256.73,14024,2,69,3,2
6025,5216.44,14025,4,62,3,0
6026,6012.75,14026,19,69,0,1
6027,1830.38,14027,4,51,0,0
6028,9364.03,14028,24,43,0,5
6029,5134.67,14029,49,58,1,4
6030,5065.22,14030,14,52,1,3
6031,8897.35,14031,48,66,2,0
6032,8122.73,14032,46,30,3,3
6033,5572.6,14033,49,38,2,2
6034,3532.74,14034,32,35,1,4
6035,1749.14,14035,37,48,3,2
6036,5437.62,14036,27,32,3,4
6037,1971.03,14037,22,47,3,5
6038,2859.56,14038,42,36,1,3
6039,5552.97,14039,5,39,0,1
6040,1847.71,14040,43,47,2,3
6041,6845.87,14041,41,25,3,5
6042,3141.47,14042,46,37,1,5
6043,1231.05,14043,33,62,0,4
6044,6918.18,14044,1,68,1,2
6045,4091.85,14045,17,46,3,3
6046,8319.01,14046,1,29,1,0
6047,2134.94,14047,6,46,2,1
6048,3281.1,14048,21,34,3,4
6049,2272.0,14049,11,61,2,2
6050,8123.56,14050,16,65,3,1
6051,7844.65,14051,22,47,1,2
6052,509.53,14052,17,56,2,4
6053,5123.72,14053,23,30,1,4
6054,8636.14,14054,38,25,2,0
6055,3568.84,14055,10,62,2,5
6056,6858.74,14056,29,59,1,3
6057,1888.04,14057,41,70,3,3
6058,2799.37,14058,3,56,3,2
6059,3821.34,14059,38,52,3,1
6060,885.35,14100,15,19,3,5
6061,4797.12,14101,2,46,0,4
6062,7425.64,14102,1,22,2,3
6063,9335.82,14103,30,26,1,2
6064,5928.97,14104,2,33,2,5
6065,3980.93,14105,13,30,3,0
6066,9322.1,14106,10,45,2,2
6067,9869.5,14107,18,46,2,4
6068,2252.59,14108,14,50,0,1
6069,8138.19,14109,43,24,3,2
6070,1374.15,14110,40,61,3,3
6071,6049.97,14111,38,27,1,4
6072,2576.96,14112,9,64,3,0
6073,3766.95,14113,25,24,2,0
6074,7940.73,14114,17,39,1,5
6075,2627.31,14115,6,40,0,0
6076,9061.29,14116,44,35,0,0
6077,536.06,14117,20,69,1,2
6078,5879.54,14118,32,66,1,3
6079,5862.51,14119,46,28,3,3
6080,299.64,14120,12,32,2,0
6081,378.94,14121,16,46,0,3
6082,491.76,14122,15,33,3,1
6083,5959.82,14123,32,55,0,2
6084,3409.44,14124,33,61,2,0
6085,2286.47,14125,5,55,0,0
6086,179.45,14126,17,46,3,5
6087,9060.15,14127,14,46,0,2
6088,8328.28,14128,6,60,1,0
6089,6840.74,14129,15,62,3,0
6090,3410.4,14130,42,19,3,4
6091,961.04,14131,10,35,3,2
6092,858.99,14132,2,61,3,5
6093,5948.57,14133,5,24,0,2
6094,6639.08,14134,21,34,0,0
6095,2912.19,14135,2,62,3,5
6096,2882.02,14136,8,39,3,4
6097,6509.01,14137,20,52,0,0
6098,3904.73,14138,20,52,2,2
6099,7363.86,14139,21,44,3,3
6100,5150.85,14140,17,23,3,4
6101,5171.86,14141,42,31,0,4
6102,6196.34,14142,49,43,1,0
6103,9392.24,14143,2,35,3,0
6104,8395.33,14144,19,30,2,0
6105,6154.57,14145,39,27,1,0
6106,4583.63,14146,24,33,1,2
6107,3713.41,14147,17,41,2,3
6108,1715.26,14148,44,54,0,5
6109,9109.28,14149,25,66,1,3
6110,3715.64,14150,12,20,1,5
6111,7753.55,14151,36,43,1,2
6112,4907.88,14152,21,33,1,1
6113,6354.74,14153,31,26,3,1
6114,5714.44,14154,0,50,0,4
6115,7544.79,14155,9,47,0,2
6116,1272.92,14156,15,46,0,5
6117,5187.94,14157,43,38,1,2
6118,1120.51,14158,14,66,2,0
6119,5927.43,14159,2,39,0,3
6120,1799.71,14200,43,34,1,3
6121,723.86,14201,1,64,0,3
6122,7454.47,14202,10,50,3,2
6123,4632.98,14203,41,36,0,3
6124,5392.74,14204,43,20,2,2
6125,6606.73,14205,2,18,2,5
6126,6629.12,14206,39,36,0,2
6127,6315.69,14207,22,27,1,4
6128,749.05,14208,16,22,0,2
6129,1385.21,14209,32,69,3,4
6130,5292.87,14210,20,18,1,0
6131,1883.44,14211,8,68,0,5
6132,6088.27,14212,1,61,1,3
6133,8600.19,14213,16,56,3,5
6134,8988.15,14214,10,54,1,3
6135,4626.6,14215,32,49,0,0
6136,9263.04,14216,21,55,0,5
6137,7508.62,14217,28,62,3,0
6138,5295.92,14218,33,51,2,5
6139,9159.88,14219,17,51,1,1
6140,2634.29,14220,9,39,1,3
6141,3294.03,14221,6,47,3,0
6142,997.83,14222,24,44,3,3
6143,2666.1,14223,46,63,0,2
6144,9260.39,14224,34,18,3,3
6145,4260.29,14225,36,22,1,5
6146,7607.89,14226,18,61,3,1
6147,1607.16,14227,22,54,0,1
6148,9949.19,14228,39,43,3,2
6149,9820.61,14229,36,63,3,5
6150,1057.06,14230,4,44,1,3
6151,1830.43,14231,10,60,0,3
6152,2184.2,14232,43,42,0,4
6153,306.55,14233,26,61,1,4
6154,5286.35,14234,34,46,3,5
6155,3423.77,14235,25,54,2,3
6156,4349.83,14236,6,31,1,2
6157,5368.4,14237,44,70,1,3
6158,7755.85,14238,47,55,1,1
6159,5785.44,14239,20,54,0,2
6160,6101.45,14240,22,65,3,2
6161,9858.54,14241,48,29,0,4
6162,8344.58,14242,15,49,0,4
6163,807.07,14243,17,52,0,5
6164,9453.15,14244,14,61,3,3
6165,3372.23,14245,7,30,0,2
6166,123.45,14246,30,42,0,1
6167,8212.45,14247,32,58,2,2
6168,7381.51,14248,16,63,0,2
6169,6175.78,14249,3,20,2,0
6170,9170.03,14250,46,67,1,0
6171,9661.05,14251,47,63,1,0
6172,7204.15,14252,45,49,3,4
6173,6306.45,14253,42,55,3,0
6174,1677.57,14254,35,51,0,4
6175,1062.61,14255,41,56,3,3
6176,4685.42,14256,38,20,3,1
6177,479.47,14257,13,63,0,2
6178,3163.07,14258,9,54,3,0
6179,5607.14,14259,3,49,2,1
6180,4258.0,14300,8,65,1,4
6181,4235.36,14301,0,61,1,4
6182,2085.18,14302,46,52,2,0
6183,8232.9,14303,15,56,1,3
6184,3742.95,14304,11,58,0,3
6185,6283.76,14305,38,29,1,2
6186,6573.36,14306,42,70,3,1
6187,7447.69,14307,8,19,0,4
6188,5389.23,14308,5,49,2,2
6189,216.47,14309,35,60,0,5
6190,7221.9,14310,23,64,3,3
6191,9612.24,14311,34,54,1,5
6192,128.77,14312,33,50,3,2
6193,8362.98,14313,40,33,0,4
6194,3190.98,14314,27,62,2,2
6195,1274.1,14315,19,33,3,5
6196,3951.69,14316,29,51,1,2
6197,7463.83,14317,11,22,1,5
6198,1224.16,14318,27,18,3,3
6199,5760.98,14319,26,24,1,0
6200,7874.78,14320,7,66,3,1
6201,807.4,14321,14,30,3,1
6202,2493.71,14322,27,43,1,1
6203,8577.91,14323,40,26,3,2
6204,1265.25,14324,42,35,0,3
6205,5739.32,14325,16,18,2,3
6206,4748.36,14326,15,50,1,5
6207,1352.67,14327,26,65,0,0
6208,8662.73,14328,36,30,1,1
6209,3502.12,14329,6,23,2,0
6210,2441.06,14330,20,57,2,0
